,Date,Price,Ticker,Quantity,CostBasis,MV,UnrealizedPnL,Cash,Value
85,2022-04-04 14:00:00,312.6,VIXY,-90,-29864.88,-29864.88,1730.8799999999974,28631.86,-28134.000000000004
86,2022-04-04 15:00:00,15.02,SVIX,90,1266.3,1266.3,85.5,-1324.5000000000002,1351.8
87,2022-04-04 15:00:00,308.7,VIXY,-90,-29864.88,-29864.88,2081.880000000001,28631.86,-27783.0
88,2022-04-04 16:00:00,15.05,SVIX,90,1266.3,1266.3,88.20000000000005,-1324.5000000000002,1354.5
89,2022-04-04 16:00:00,309.2,VIXY,-90,-29864.88,-29864.88,2036.880000000001,28631.86,-27828.0
90,2022-04-04 17:00:00,15.09,SVIX,90,1266.3,1266.3,91.79999999999995,-1324.5000000000002,1358.1
91,2022-04-04 17:00:00,308.4,VIXY,-90,-29864.88,-29864.88,2108.8800000000047,28631.86,-27755.999999999996
92,2022-04-04 18:00:00,15.08,SVIX,90,1266.3,1266.3,90.90000000000009,-1324.5000000000002,1357.2
93,2022-04-04 18:00:00,308.8,VIXY,-90,-29864.88,-29864.88,2072.880000000001,28631.86,-27792.0
94,2022-04-04 19:00:00,303.2,VIXY,-90,-29864.88,-29864.88,2576.880000000001,28631.86,-27288.0
95,2022-04-04 19:00:00,15.33,SVIX,90,1266.3,1266.3,113.40000000000009,-1324.5000000000002,1379.7
96,2022-04-04 20:00:00,304.6,VIXY,-90,-29864.88,-29864.88,2450.8799999999974,28631.86,-27414.000000000004
97,2022-04-04 20:00:00,15.31,SVIX,90,1266.3,1266.3,111.60000000000014,-1324.5000000000002,1377.9
98,2022-04-04 22:00:00,15.25,SVIX,90,1266.3,1266.3,106.20000000000005,-1324.5000000000002,1372.5
99,2022-04-04 22:00:00,305.0,VIXY,-90,-29864.88,-29864.88,2414.880000000001,28631.86,-27450.0
100,2022-04-04 23:00:00,15.25,SVIX,90,1266.3,1266.3,106.20000000000005,-1324.5000000000002,1372.5
101,2022-04-04 23:00:00,305.0,VIXY,-90,-29864.88,-29864.88,2414.880000000001,28631.86,-27450.0
102,2022-04-05 08:00:00,304.0,VIXY,-90,-29864.88,-29864.88,2504.880000000001,28631.86,-27360.0
103,2022-04-05 08:00:00,15.25,SVIX,90,1266.3,1266.3,106.20000000000005,-1324.5000000000002,1372.5
104,2022-04-05 10:00:00,307.2,VIXY,-90,-29864.88,-29864.88,2216.880000000001,28631.86,-27648.0
105,2022-04-05 10:00:00,15.25,SVIX,90,1266.3,1266.3,106.20000000000005,-1324.5000000000002,1372.5
106,2022-04-05 12:00:00,15.25,SVIX,90,1266.3,1266.3,106.20000000000005,-1324.5000000000002,1372.5
107,2022-04-05 12:00:00,307.198,VIXY,-90,-29864.88,-29864.88,2217.0600000000013,28631.86,-27647.82
108,2022-04-05 13:00:00,15.05,SVIX,90,1266.3,1266.3,88.20000000000005,-1324.5000000000002,1354.5
109,2022-04-05 13:00:00,309.0,VIXY,-90,-29864.88,-29864.88,2054.880000000001,28631.86,-27810.0
110,2022-04-05 14:00:00,14.87,SVIX,90,1266.3,1266.3,72.0,-1324.5000000000002,1338.3
111,2022-04-05 14:00:00,313.0,VIXY,-90,-29864.88,-29864.88,1694.880000000001,28631.86,-28170.0
112,2022-04-05 15:00:00,14.61,SVIX,100,1461.0,1461.0,0.0,-1470.6000000000001,1461.0
113,2022-04-05 15:00:00,318.2,VIXY,-100,-31820.0,-31820.0,0.0,31813.86,-31820.0
114,2022-04-05 16:00:00,315.6,VIXY,-100,-31820.0,-31820.0,259.99999999999636,31813.86,-31560.000000000004
115,2022-04-05 16:00:00,14.6338,SVIX,100,1461.0,1461.0,2.380000000000109,-1470.6000000000001,1463.38
116,2022-04-05 17:00:00,14.51,SVIX,100,1461.0,1461.0,-10.0,-1470.6000000000001,1451.0
117,2022-04-05 17:00:00,319.2,VIXY,-100,-31820.0,-31820.0,-100.0,31813.86,-31920.0
118,2022-04-05 18:00:00,14.66,SVIX,100,1461.0,1461.0,5.0,-1470.6000000000001,1466.0
119,2022-04-05 18:00:00,317.7,VIXY,-100,-31820.0,-31820.0,50.0,31813.86,-31770.0
120,2022-04-05 19:00:00,328.0,VIXY,-110,-36080.0,-36080.0,0.0,35093.86,-36080.0
121,2022-04-05 19:00:00,14.05,SVIX,110,1545.5,1545.5,0.0,-1611.1000000000001,1545.5
122,2022-04-05 20:00:00,325.4,VIXY,-110,-36080.0,-36080.0,286.0,35093.86,-35794.0
123,2022-04-05 20:00:00,14.17,SVIX,110,1545.5,1545.5,13.200000000000045,-1611.1000000000001,1558.7
124,2022-04-05 21:00:00,325.0,VIXY,-110,-36080.0,-36080.0,330.0,35093.86,-35750.0
125,2022-04-05 21:00:00,14.17,SVIX,110,1545.5,1545.5,13.200000000000045,-1611.1000000000001,1558.7
126,2022-04-05 22:00:00,325.2,VIXY,-110,-36080.0,-36080.0,308.0,35093.86,-35772.0
127,2022-04-05 22:00:00,14.17,SVIX,110,1545.5,1545.5,13.200000000000045,-1611.1000000000001,1558.7
128,2022-04-05 23:00:00,327.0,VIXY,-110,-36080.0,-36080.0,110.0,35093.86,-35970.0
129,2022-04-05 23:00:00,14.17,SVIX,110,1545.5,1545.5,13.200000000000045,-1611.1000000000001,1558.7
130,2022-04-06 08:00:00,13.78,SVIX,120,1653.6,1653.6,0.0,-1748.9,1653.6
131,2022-04-06 08:00:00,334.0,VIXY,-120,-40080.0,-40080.0,0.0,38433.86,-40080.0
132,2022-04-06 09:00:00,13.78,SVIX,120,1653.6,1653.6,0.0,-1748.9,1653.6
133,2022-04-06 09:00:00,334.8,VIXY,-120,-40080.0,-40080.0,-96.0,38433.86,-40176.0
134,2022-04-06 10:00:00,13.78,SVIX,130,1791.3999999999999,1791.3999999999999,0.0,-1886.7,1791.3999999999999
135,2022-04-06 10:00:00,339.2,VIXY,-130,-44096.0,-44096.0,0.0,41825.86,-44096.0
136,2022-04-06 11:00:00,13.48,SVIX,140,1887.2,1887.2,0.0,-2021.5,1887.2
137,2022-04-06 11:00:00,342.8,VIXY,-140,-47992.0,-47992.0,0.0,45253.86,-47992.0
138,2022-04-06 12:00:00,13.5199,SVIX,140,1887.2,1887.2,5.586000000000013,-2021.5,1892.786
139,2022-04-06 12:00:00,340.6,VIXY,-140,-47992.0,-47992.0,308.0,45253.86,-47684.0
140,2022-04-06 13:00:00,13.14,SVIX,150,1971.0,1971.0,0.0,-2152.9,1971.0
141,2022-04-06 13:00:00,350.6,VIXY,-150,-52590.0,-52590.0,0.0,48759.86,-52590.0
142,2022-04-06 14:00:00,13.07,SVIX,160,2091.2,2091.2,0.0,-2283.6,2091.2
143,2022-04-06 14:00:00,351.1,VIXY,-160,-56176.0,-56176.0,0.0,52270.86,-56176.0
144,2022-04-06 15:00:00,13.27,SVIX,160,2091.2,2091.2,32.0,-2283.6,2123.2
145,2022-04-06 15:00:00,346.8,VIXY,-160,-56176.0,-56176.0,688.0,52270.86,-55488.0
146,2022-04-06 16:00:00,350.4,VIXY,-160,-56176.0,-56176.0,112.0,52270.86,-56064.0
147,2022-04-06 16:00:00,13.1072,SVIX,160,2091.2,2091.2,5.9520000000002256,-2283.6,2097.152
148,2022-04-06 17:00:00,13.365,SVIX,160,2091.2,2091.2,47.20000000000027,-2283.6,2138.4
149,2022-04-06 17:00:00,344.4,VIXY,-160,-56176.0,-56176.0,1072.0,52270.86,-55104.0
150,2022-04-06 18:00:00,13.675,SVIX,150,2051.25,2051.25,0.0,-2146.85,2051.25
151,2022-04-06 18:00:00,336.8,VIXY,-150,-50520.0,-50520.0,0.0,48902.86,-50520.0
152,2022-04-06 19:00:00,335.8,VIXY,-150,-50520.0,-50520.0,150.0,48902.86,-50370.0
153,2022-04-06 19:00:00,13.7201,SVIX,150,2051.25,2051.25,6.764999999999873,-2146.85,2058.015
154,2022-04-06 20:00:00,13.69,SVIX,150,2051.25,2051.25,2.25,-2146.85,2053.5
155,2022-04-06 20:00:00,339.0,VIXY,-150,-50520.0,-50520.0,-330.0,48902.86,-50850.0
156,2022-04-06 21:00:00,13.69,SVIX,150,2051.25,2051.25,2.25,-2146.85,2053.5
157,2022-04-06 21:00:00,339.2,VIXY,-150,-50520.0,-50520.0,-360.0,48902.86,-50880.0
158,2022-04-06 22:00:00,13.69,SVIX,150,2051.25,2051.25,2.25,-2146.85,2053.5
159,2022-04-06 22:00:00,338.0,VIXY,-150,-50520.0,-50520.0,-180.0,48902.86,-50700.0
160,2022-04-06 23:00:00,13.69,SVIX,150,2051.25,2051.25,2.25,-2146.85,2053.5
161,2022-04-06 23:00:00,340.4,VIXY,-150,-50520.0,-50520.0,-540.0,48902.86,-51060.0
162,2022-04-07 08:00:00,13.69,SVIX,150,2051.25,2051.25,2.25,-2146.85,2053.5
163,2022-04-07 08:00:00,337.0,VIXY,-150,-50520.0,-50520.0,-30.0,48902.86,-50550.0
164,2022-04-07 09:00:00,333.2,VIXY,-150,-50520.0,-50520.0,540.0,48902.86,-49980.0
165,2022-04-07 09:00:00,13.69,SVIX,150,2051.25,2051.25,2.25,-2146.85,2053.5
166,2022-04-07 10:00:00,13.69,SVIX,150,2051.25,2051.25,2.25,-2146.85,2053.5
167,2022-04-07 10:00:00,332.4,VIXY,-150,-50520.0,-50520.0,660.0,48902.86,-49860.0
168,2022-04-07 11:00:00,13.69,SVIX,150,2051.25,2051.25,2.25,-2146.85,2053.5
169,2022-04-07 11:00:00,334.8,VIXY,-150,-50520.0,-50520.0,300.0,48902.86,-50220.0
170,2022-04-07 12:00:00,13.71,SVIX,150,2051.25,2051.25,5.25,-2146.85,2056.5
171,2022-04-07 12:00:00,337.0,VIXY,-150,-50520.0,-50520.0,-30.0,48902.86,-50550.0
172,2022-04-07 13:00:00,334.2,VIXY,-150,-50520.0,-50520.0,390.0,48902.86,-50130.0
173,2022-04-07 13:00:00,13.78,SVIX,150,2051.25,2051.25,15.75,-2146.85,2067.0
174,2022-04-07 14:00:00,13.5616,SVIX,150,2051.25,2051.25,-17.00999999999999,-2146.85,2034.24
175,2022-04-07 14:00:00,339.4,VIXY,-150,-50520.0,-50520.0,-390.0,48902.86,-50910.0
176,2022-04-07 15:00:00,13.47,SVIX,150,2051.25,2051.25,-30.75,-2146.85,2020.5
177,2022-04-07 15:00:00,342.6,VIXY,-150,-50520.0,-50520.0,-870.0,48902.86,-51390.0
178,2022-04-07 16:00:00,13.42,SVIX,150,2051.25,2051.25,-38.25,-2146.85,2013.0
179,2022-04-07 16:00:00,342.56,VIXY,-150,-50520.0,-50520.0,-864.0,48902.86,-51384.0
180,2022-04-07 17:00:00,13.81,SVIX,150,2051.25,2051.25,20.25,-2146.85,2071.5
181,2022-04-07 17:00:00,333.4,VIXY,-150,-50520.0,-50520.0,510.0,48902.86,-50010.0
182,2022-04-07 18:00:00,329.6,VIXY,-140,-46144.0,-46144.0,0.0,45606.86,-46144.0
183,2022-04-07 18:00:00,13.95,SVIX,140,1953.0,1953.0,0.0,-2007.35,1953.0
184,2022-04-07 19:00:00,326.8,VIXY,-130,-42484.0,-42484.0,0.0,42338.86,-42484.0
185,2022-04-07 19:00:00,14.08,SVIX,130,1830.4,1830.4,0.0,-1866.55,1830.4
186,2022-04-07 20:00:00,14.02,SVIX,130,1830.4,1830.4,-7.800000000000182,-1866.55,1822.6
187,2022-04-07 20:00:00,328.2,VIXY,-130,-42484.0,-42484.0,-182.0,42338.86,-42666.0
188,2022-04-07 21:00:00,328.616,VIXY,-130,-42484.0,-42484.0,-236.08000000000175,42338.86,-42720.08
189,2022-04-07 21:00:00,14.02,SVIX,130,1830.4,1830.4,-7.800000000000182,-1866.55,1822.6
190,2022-04-07 22:00:00,328.6,VIXY,-130,-42484.0,-42484.0,-234.0,42338.86,-42718.0
191,2022-04-07 22:00:00,14.02,SVIX,130,1830.4,1830.4,-7.800000000000182,-1866.55,1822.6
192,2022-04-07 23:00:00,327.4,VIXY,-130,-42484.0,-42484.0,-78.0,42338.86,-42562.0
193,2022-04-07 23:00:00,14.09,SVIX,130,1830.4,1830.4,1.2999999999999545,-1866.55,1831.7
194,2022-04-08 08:00:00,14.09,SVIX,130,1830.4,1830.4,1.2999999999999545,-1866.55,1831.7
195,2022-04-08 08:00:00,325.0,VIXY,-130,-42484.0,-42484.0,234.0,42338.86,-42250.0
196,2022-04-08 10:00:00,14.09,SVIX,130,1830.4,1830.4,1.2999999999999545,-1866.55,1831.7
197,2022-04-08 10:00:00,327.0,VIXY,-130,-42484.0,-42484.0,-26.0,42338.86,-42510.0
198,2022-04-08 11:00:00,14.21,SVIX,130,1830.4,1830.4,16.90000000000009,-1866.55,1847.3000000000002
199,2022-04-08 11:00:00,326.8,VIXY,-130,-42484.0,-42484.0,0.0,42338.86,-42484.0
200,2022-04-08 12:00:00,329.4,VIXY,-130,-42484.0,-42484.0,-338.0,42338.86,-42822.0
201,2022-04-08 12:00:00,14.03,SVIX,130,1830.4,1830.4,-6.500000000000227,-1866.55,1823.8999999999999
202,2022-04-08 13:00:00,13.809,SVIX,130,1830.4,1830.4,-35.230000000000246,-1866.55,1795.1699999999998
203,2022-04-08 13:00:00,333.8,VIXY,-130,-42484.0,-42484.0,-910.0,42338.86,-43394.0
204,2022-04-08 14:00:00,14.1901,SVIX,130,1830.4,1830.4,14.312999999999874,-1866.55,1844.713
205,2022-04-08 14:00:00,323.0,VIXY,-130,-42484.0,-42484.0,494.0,42338.86,-41990.0
206,2022-04-08 15:00:00,14.27,SVIX,130,1830.4,1830.4,24.699999999999818,-1866.55,1855.1
207,2022-04-08 15:00:00,323.0,VIXY,-130,-42484.0,-42484.0,494.0,42338.86,-41990.0
208,2022-04-08 16:00:00,318.2,VIXY,-120,-38184.0,-38184.0,0.0,39156.86,-38184.0
209,2022-04-08 16:00:00,14.46,SVIX,120,1735.2,1735.2,0.0,-1721.9499999999998,1735.2
210,2022-04-08 17:00:00,14.28,SVIX,120,1735.2,1735.2,-21.600000000000136,-1721.9499999999998,1713.6
211,2022-04-08 17:00:00,321.4,VIXY,-120,-38184.0,-38184.0,-384.0,39156.86,-38568.0
212,2022-04-08 18:00:00,322.4,VIXY,-120,-38184.0,-38184.0,-504.0,39156.86,-38688.0
213,2022-04-08 18:00:00,14.285,SVIX,120,1735.2,1735.2,-21.0,-1721.9499999999998,1714.2
214,2022-04-08 19:00:00,326.2,VIXY,-120,-38184.0,-38184.0,-960.0,39156.86,-39144.0
215,2022-04-08 19:00:00,14.09,SVIX,120,1735.2,1735.2,-44.40000000000009,-1721.9499999999998,1690.8
216,2022-04-08 20:00:00,326.8,VIXY,-120,-38184.0,-38184.0,-1032.0,39156.86,-39216.0
217,2022-04-08 20:00:00,14.1,SVIX,120,1735.2,1735.2,-43.200000000000045,-1721.9499999999998,1692.0
218,2022-04-08 22:00:00,327.0,VIXY,-120,-38184.0,-38184.0,-1056.0,39156.86,-39240.0
219,2022-04-08 22:00:00,14.1,SVIX,120,1735.2,1735.2,-43.200000000000045,-1721.9499999999998,1692.0
220,2022-04-08 23:00:00,14.1,SVIX,120,1735.2,1735.2,-43.200000000000045,-1721.9499999999998,1692.0
221,2022-04-08 23:00:00,325.0,VIXY,-120,-38184.0,-38184.0,-816.0,39156.86,-39000.0
222,2022-04-11 08:00:00,334.4,VIXY,-130,-43472.0,-43472.0,0.0,42500.86,-43472.0
223,2022-04-11 08:00:00,14.1,SVIX,130,1833.0,1833.0,0.0,-1862.9499999999998,1833.0
224,2022-04-11 09:00:00,330.4,VIXY,-130,-43472.0,-43472.0,520.0,42500.86,-42952.0
225,2022-04-11 09:00:00,14.1,SVIX,130,1833.0,1833.0,0.0,-1862.9499999999998,1833.0
226,2022-04-11 11:00:00,333.2,VIXY,-130,-43472.0,-43472.0,156.0,42500.86,-43316.0
227,2022-04-11 11:00:00,13.79,SVIX,130,1833.0,1833.0,-40.30000000000018,-1862.9499999999998,1792.6999999999998
228,2022-04-11 12:00:00,13.79,SVIX,130,1833.0,1833.0,-40.30000000000018,-1862.9499999999998,1792.6999999999998
229,2022-04-11 12:00:00,333.0,VIXY,-130,-43472.0,-43472.0,182.0,42500.86,-43290.0
230,2022-04-11 13:00:00,333.4,VIXY,-130,-43472.0,-43472.0,130.0,42500.86,-43342.0
231,2022-04-11 13:00:00,13.79,SVIX,130,1833.0,1833.0,-40.30000000000018,-1862.9499999999998,1792.6999999999998
232,2022-04-11 14:00:00,13.63,SVIX,130,1833.0,1833.0,-61.09999999999991,-1862.9499999999998,1771.9
233,2022-04-11 14:00:00,337.8,VIXY,-130,-43472.0,-43472.0,-442.0,42500.86,-43914.0
234,2022-04-11 15:00:00,337.8,VIXY,-130,-43472.0,-43472.0,-442.0,42500.86,-43914.0
235,2022-04-11 15:00:00,13.6,SVIX,130,1833.0,1833.0,-65.0,-1862.9499999999998,1768.0
236,2022-04-11 16:00:00,13.59,SVIX,130,1833.0,1833.0,-66.29999999999995,-1862.9499999999998,1766.7
237,2022-04-11 16:00:00,338.2,VIXY,-130,-43472.0,-43472.0,-494.0,42500.86,-43966.0
238,2022-04-11 17:00:00,336.6,VIXY,-130,-43472.0,-43472.0,-286.0,42500.86,-43758.0
239,2022-04-11 17:00:00,13.6165,SVIX,130,1833.0,1833.0,-62.85500000000002,-1862.9499999999998,1770.145
240,2022-04-11 18:00:00,335.4,VIXY,-130,-43472.0,-43472.0,-130.0,42500.86,-43602.0
241,2022-04-11 18:00:00,13.7,SVIX,130,1833.0,1833.0,-52.0,-1862.9499999999998,1781.0
242,2022-04-11 19:00:00,13.32,SVIX,140,1864.8,1864.8,0.0,-1996.1499999999999,1864.8
243,2022-04-11 19:00:00,344.5,VIXY,-140,-48230.0,-48230.0,0.0,45945.86,-48230.0
244,2022-04-11 20:00:00,344.0,VIXY,-140,-48230.0,-48230.0,70.0,45945.86,-48160.0
245,2022-04-11 20:00:00,13.34,SVIX,140,1864.8,1864.8,2.7999999999999545,-1996.1499999999999,1867.6
