ticker,capped_weight_pct,date,is_rebalancing
TFC,1.0635699286783311,2024-01-02,False
BRO,0.37617101532644365,2024-01-02,False
TROW,0.5038311902307129,2024-01-02,False
FITB,0.5014047212596316,2024-01-02,False
SPGI,2.8985021176413244,2024-01-02,False
MMC,2.029954966267229,2024-01-02,False
CME,1.6141662232859626,2024-01-02,False
MS,2.4909311593128325,2024-01-02,False
GPN,0.6672792016737842,2024-01-02,False
BK,0.8114373734070708,2024-01-02,False
GS,2.4525932972576054,2024-01-02,False
BLK,2.497066173411671,2024-01-02,False
MA,8.24133544628326,2024-01-02,False
PRU,0.8005046479272738,2024-01-02,False
BX,2.017816856281312,2024-01-02,False
HIG,0.49908247179001564,2024-01-02,False
ACGL,0.5908814019169178,2024-01-02,False
FIS,0.6934119543249802,2024-01-02,False
ERIE,0.1827188404340602,2024-01-02,False
BRK.B,,2024-01-02,False
JKHY,0.2585613664698685,2024-01-02,False
WFC,3.4722468685222783,2024-01-02,False
BAC,5.522747821396624,2024-01-02,False
HBAN,0.403197058794831,2024-01-02,False
FDS,0.37956351904813623,2024-01-02,False
ICE,1.5616339090640452,2024-01-02,False
AIZ,0.1856435143731792,2024-01-02,False
ALL,0.8208879162050092,2024-01-02,False
AFL,0.9685862111128547,2024-01-02,False
AJG,1.2365367043897675,2024-01-02,False
WTW,0.5143428442534609,2024-01-02,False
PGR,2.0488205373498247,2024-01-02,False
MET,0.8183035482030147,2024-01-02,False
KEY,0.3468298024808292,2024-01-02,False
CINF,0.35235847716537255,2024-01-02,False
COF,1.062371840933194,2024-01-02,False
AIG,0.8574494500285981,2024-01-02,False
NTRS,0.3528051474219707,2024-01-02,False
RF,0.3786544292223633,2024-01-02,False
CFG,0.31251698147358015,2024-01-02,False
PYPL,1.2925373135853795,2024-01-02,False
USB,1.477689988768946,2024-01-02,False
NDAQ,0.6332870883205513,2024-01-02,False
PFG,0.3823665368682526,2024-01-02,False
KKR,1.204685779391014,2024-01-02,False
RJF,0.4285169746647843,2024-01-02,False
COIN,0.7104147322762776,2024-01-02,False
SYF,0.3120608726804396,2024-01-02,False
AMP,0.7863054777055589,2024-01-02,False
TRV,0.9363883569528805,2024-01-02,False
BEN,0.19631047004708885,2024-01-02,False
APO,0.8850188983903041,2024-01-02,False
GL,0.21681178871263612,2024-01-02,False
IVZ,0.13796390768773176,2024-01-02,False
AXP,2.233449364781824,2024-01-02,False
FI,1.5889567154853048,2024-01-02,False
MTB,0.4818416187801983,2024-01-02,False
CBOE,0.4021169030138051,2024-01-02,False
EG,0.2524544522233415,2024-01-02,False
CB,1.833124211497831,2024-01-02,False
C,2.1534642379116256,2024-01-02,False
V,9.626764222288456,2024-01-02,False
AON,1.306838646447009,2024-01-02,False
MKTX,0.22853887848136956,2024-01-02,False
MCO,1.3802881061419823,2024-01-02,False
JPM,10.324795347779343,2024-01-02,False
PNC,1.330686746946275,2024-01-02,False
WRB,0.3097991194177,2024-01-02,False
L,0.26182512154261645,2024-01-02,False
STT,0.457925226683127,2024-01-02,False
SCHW,2.5387453800266147,2024-01-02,False
MSCI,0.9013105798805043,2024-01-02,False
TFC,1.0508468115645384,2024-01-03,False
