,Date,Price,Ticker,Quantity,CostBasis,MV,UnrealizedPnL,Value
30,2022-05-20 10:30:00-04:00,306.7737121582031,GS,,,,,
31,2022-05-20 10:30:00-04:00,222.51332092285156,TSLA,,,,,
32,2022-05-20 11:30:00-04:00,217.8016815185547,TSLA,,,,,
33,2022-05-20 11:30:00-04:00,304.8251953125,GS,,,,,
34,2022-05-20 12:30:00-04:00,299.4599914550781,GS,,,,,
35,2022-05-20 12:30:00-04:00,211.2966766357422,TSLA,,,,,
36,2022-05-20 13:30:00-04:00,213.95530700683594,TSLA,,,,,
37,2022-05-20 13:30:00-04:00,300.2900085449219,GS,,,,,
38,2022-05-20 14:30:00-04:00,302.6199951171875,GS,,,,,
39,2022-05-20 14:30:00-04:00,216.1977996826172,TSLA,,,,,
40,2022-05-20 15:30:00-04:00,306.79998779296875,GS,,,,,
41,2022-05-20 15:30:00-04:00,221.2966766357422,TSLA,,,,,
42,2022-05-23 09:30:00-04:00,221.15333557128906,TSLA,,,,,
43,2022-05-23 09:30:00-04:00,316.2300109863281,GS,,,,,
44,2022-05-23 10:30:00-04:00,220.8300323486328,TSLA,,,,,
45,2022-05-23 10:30:00-04:00,318.9100036621094,GS,,,,,
46,2022-05-23 11:30:00-04:00,320.3450012207031,GS,,,,,
47,2022-05-23 11:30:00-04:00,224.489990234375,TSLA,,,,,
48,2022-05-23 12:30:00-04:00,318.79998779296875,GS,,,,,
49,2022-05-23 12:30:00-04:00,222.23834228515625,TSLA,,,,,
50,2022-05-23 13:30:00-04:00,319.55999755859375,GS,10.0,3000.0,3000.0,195.5999755859375,3195.5999755859375
51,2022-05-23 13:30:00-04:00,223.3333282470703,TSLA,,,,,
52,2022-05-23 14:30:00-04:00,317.6455078125,GS,10.0,3000.0,3000.0,176.455078125,3176.455078125
53,2022-05-23 14:30:00-04:00,223.09666442871094,TSLA,,,,,
54,2022-05-23 15:30:00-04:00,316.79998779296875,GS,10.0,3000.0,3000.0,167.9998779296875,3167.9998779296875
55,2022-05-23 15:30:00-04:00,224.9199981689453,TSLA,,,,,
56,2022-05-24 09:30:00-04:00,308.5,GS,10.0,3000.0,3000.0,85.0,3085.0
57,2022-05-24 09:30:00-04:00,213.3949432373047,TSLA,,,,,
58,2022-05-24 10:30:00-04:00,309.0199890136719,GS,10.0,3000.0,3000.0,90.19989013671875,3090.1998901367188
59,2022-05-24 10:30:00-04:00,213.52366638183594,TSLA,,,,,
60,2022-05-24 11:30:00-04:00,215.1666717529297,TSLA,,,,,
61,2022-05-24 11:30:00-04:00,311.6000061035156,GS,10.0,3000.0,3000.0,116.00006103515625,3116.0000610351562
62,2022-05-24 12:30:00-04:00,210.5784912109375,TSLA,,,,,
63,2022-05-24 12:30:00-04:00,310.7349853515625,GS,10.0,3000.0,3000.0,107.349853515625,3107.349853515625
64,2022-05-24 13:30:00-04:00,210.15000915527344,TSLA,,,,,
65,2022-05-24 13:30:00-04:00,311.8599853515625,GS,10.0,3000.0,3000.0,118.599853515625,3118.599853515625
66,2022-05-24 14:30:00-04:00,208.31666564941406,TSLA,,,,,
67,2022-05-24 14:30:00-04:00,314.0,GS,10.0,3000.0,3000.0,140.0,3140.0
68,2022-05-24 15:30:00-04:00,209.39666748046875,TSLA,,,,,
69,2022-05-24 15:30:00-04:00,314.4200134277344,GS,10.0,3000.0,3000.0,144.20013427734375,3144.2001342773438
70,2022-05-25 09:30:00-04:00,216.22166442871094,TSLA,,,,,
71,2022-05-25 09:30:00-04:00,313.95001220703125,GS,10.0,3000.0,3000.0,139.5001220703125,3139.5001220703125
72,2022-05-25 10:30:00-04:00,312.99749755859375,GS,10.0,3000.0,3000.0,129.9749755859375,3129.9749755859375
73,2022-05-25 10:30:00-04:00,219.3233184814453,TSLA,,,,,
74,2022-05-25 11:30:00-04:00,217.70985412597656,TSLA,,,,,
75,2022-05-25 11:30:00-04:00,311.0450134277344,GS,10.0,3000.0,3000.0,110.45013427734375,3110.4501342773438
76,2022-05-25 12:30:00-04:00,220.989990234375,TSLA,,,,,
77,2022-05-25 12:30:00-04:00,311.1300048828125,GS,10.0,3000.0,3000.0,111.300048828125,3111.300048828125
78,2022-05-25 13:30:00-04:00,313.3599853515625,GS,10.0,3000.0,3000.0,133.599853515625,3133.599853515625
79,2022-05-25 13:30:00-04:00,221.51995849609375,TSLA,,,,,
80,2022-05-25 14:30:00-04:00,221.9666748046875,TSLA,,,,,
81,2022-05-25 14:30:00-04:00,316.6700134277344,GS,10.0,3000.0,3000.0,166.70013427734375,3166.7001342773438
82,2022-05-25 15:30:00-04:00,315.04998779296875,GS,10.0,3000.0,3000.0,150.4998779296875,3150.4998779296875
83,2022-05-25 15:30:00-04:00,219.55999755859375,TSLA,,,,,
84,2022-05-26 09:30:00-04:00,323.3999938964844,GS,10.0,3000.0,3000.0,233.99993896484375,3233.9999389648438
85,2022-05-26 09:30:00-04:00,228.2166748046875,TSLA,,,,,
86,2022-05-26 10:30:00-04:00,232.5399932861328,TSLA,,,,,
87,2022-05-26 10:30:00-04:00,324.54998779296875,GS,10.0,3000.0,3000.0,245.4998779296875,3245.4998779296875
88,2022-05-26 11:30:00-04:00,324.8299865722656,GS,10.0,3000.0,3000.0,248.29986572265625,3248.2998657226562
89,2022-05-26 11:30:00-04:00,238.4266815185547,TSLA,,,,,
90,2022-05-26 12:30:00-04:00,324.0823974609375,GS,10.0,3000.0,3000.0,240.823974609375,3240.823974609375
91,2022-05-26 12:30:00-04:00,235.64500427246094,TSLA,,,,,
92,2022-05-26 13:30:00-04:00,324.6050109863281,GS,10.0,3000.0,3000.0,246.05010986328125,3246.0501098632812
93,2022-05-26 13:30:00-04:00,237.09666442871094,TSLA,,,,,
94,2022-05-26 14:30:00-04:00,234.69110107421875,TSLA,,,,,
95,2022-05-26 14:30:00-04:00,324.5299987792969,GS,10.0,3000.0,3000.0,245.29998779296875,3245.2999877929688
96,2022-05-26 15:30:00-04:00,235.84666442871094,TSLA,,,,,
97,2022-05-26 15:30:00-04:00,323.6300048828125,GS,10.0,3000.0,3000.0,236.300048828125,3236.300048828125
98,2022-05-27 09:30:00-04:00,326.010009765625,GS,10.0,3000.0,3000.0,260.10009765625,3260.10009765625
99,2022-05-27 09:30:00-04:00,249.22999572753906,TSLA,,,,,
100,2022-05-27 10:30:00-04:00,250.37120056152344,TSLA,10.0,3000.0,3000.0,-496.2879943847656,2503.7120056152344
101,2022-05-27 10:30:00-04:00,325.2049865722656,GS,10.0,3000.0,3000.0,252.04986572265625,3252.0498657226562
102,2022-05-27 11:30:00-04:00,324.5299987792969,GS,10.0,3000.0,3000.0,245.29998779296875,3245.2999877929688
103,2022-05-27 11:30:00-04:00,249.85667419433594,TSLA,10.0,3000.0,3000.0,-501.4332580566406,2498.5667419433594
104,2022-05-27 12:30:00-04:00,250.69993591308594,TSLA,10.0,3000.0,3000.0,-493.0006408691406,2506.9993591308594
105,2022-05-27 12:30:00-04:00,324.5849914550781,GS,10.0,3000.0,3000.0,245.84991455078125,3245.8499145507812
106,2022-05-27 13:30:00-04:00,325.635009765625,GS,10.0,3000.0,3000.0,256.35009765625,3256.35009765625
107,2022-05-27 13:30:00-04:00,251.42333984375,TSLA,10.0,3000.0,3000.0,-485.7666015625,2514.2333984375
108,2022-05-27 14:30:00-04:00,327.0799865722656,GS,10.0,3000.0,3000.0,270.79986572265625,3270.7998657226562
109,2022-05-27 14:30:00-04:00,252.90000915527344,TSLA,10.0,3000.0,3000.0,-470.9999084472656,2529.0000915527344
110,2022-05-27 15:30:00-04:00,328.489990234375,GS,10.0,3000.0,3000.0,284.89990234375,3284.89990234375
111,2022-05-27 15:30:00-04:00,253.26666259765625,TSLA,10.0,3000.0,3000.0,-467.3333740234375,2532.6666259765625
112,2022-05-31 09:30:00-04:00,327.05718994140625,GS,10.0,3000.0,3000.0,270.5718994140625,3270.5718994140625
113,2022-05-31 09:30:00-04:00,248.0451202392578,TSLA,10.0,3000.0,3000.0,-519.5487976074219,2480.451202392578
114,2022-05-31 10:30:00-04:00,327.1700134277344,GS,10.0,3000.0,3000.0,271.70013427734375,3271.7001342773438
115,2022-05-31 10:30:00-04:00,252.26576232910156,TSLA,10.0,3000.0,3000.0,-477.3423767089844,2522.6576232910156
116,2022-05-31 11:30:00-04:00,257.0516662597656,TSLA,10.0,3000.0,3000.0,-429.48333740234375,2570.5166625976562
117,2022-05-31 11:30:00-04:00,328.17999267578125,GS,10.0,3000.0,3000.0,281.7999267578125,3281.7999267578125
118,2022-05-31 12:30:00-04:00,327.0799865722656,GS,10.0,3000.0,3000.0,270.79986572265625,3270.7998657226562
119,2022-05-31 12:30:00-04:00,253.23333740234375,TSLA,10.0,3000.0,3000.0,-467.6666259765625,2532.3333740234375
120,2022-05-31 13:30:00-04:00,328.25,GS,10.0,3000.0,3000.0,282.5,3282.5
121,2022-05-31 13:30:00-04:00,254.6666717529297,TSLA,35.0,8750.0,8750.0,163.33351135253906,8913.333511352539
122,2022-05-31 14:30:00-04:00,253.1666717529297,TSLA,35.0,8750.0,8750.0,110.83351135253906,8860.833511352539
123,2022-05-31 14:30:00-04:00,328.1400146484375,GS,10.0,3000.0,3000.0,281.400146484375,3281.400146484375
124,2022-05-31 15:30:00-04:00,252.6699981689453,TSLA,35.0,8750.0,8750.0,93.44993591308594,8843.449935913086
125,2022-05-31 15:30:00-04:00,327.0899963378906,GS,10.0,3000.0,3000.0,270.89996337890625,3270.8999633789062
126,2022-06-01 09:30:00-04:00,248.086669921875,TSLA,35.0,8750.0,8750.0,-66.966552734375,8683.033447265625
127,2022-06-01 09:30:00-04:00,320.4800109863281,GS,10.0,3000.0,3000.0,204.80010986328125,3204.8001098632812
128,2022-06-01 10:30:00-04:00,248.23309326171875,TSLA,35.0,8750.0,8750.0,-61.84173583984375,8688.158264160156
129,2022-06-01 10:30:00-04:00,317.94500732421875,GS,10.0,3000.0,3000.0,179.4500732421875,3179.4500732421875
130,2022-06-01 11:30:00-04:00,316.60198974609375,GS,10.0,3000.0,3000.0,166.0198974609375,3166.0198974609375
131,2022-06-01 11:30:00-04:00,244.5316619873047,TSLA,35.0,8750.0,8750.0,-191.39183044433594,8558.608169555664
132,2022-06-01 12:30:00-04:00,319.5899963378906,GS,10.0,3000.0,3000.0,195.89996337890625,3195.8999633789062
133,2022-06-01 12:30:00-04:00,245.3333282470703,TSLA,35.0,8750.0,8750.0,-163.33351135253906,8586.666488647461
134,2022-06-01 13:30:00-04:00,321.4549865722656,GS,10.0,3000.0,3000.0,214.54986572265625,3214.5498657226562
135,2022-06-01 13:30:00-04:00,249.0433349609375,TSLA,35.0,8750.0,8750.0,-33.4832763671875,8716.516723632812
136,2022-06-01 14:30:00-04:00,248.3878936767578,TSLA,35.0,8750.0,8750.0,-56.42372131347656,8693.576278686523
137,2022-06-01 14:30:00-04:00,321.1000061035156,GS,10.0,3000.0,3000.0,211.00006103515625,3211.0000610351562
138,2022-06-01 15:30:00-04:00,321.8500061035156,GS,10.0,3000.0,3000.0,218.50006103515625,3218.5000610351562
139,2022-06-01 15:30:00-04:00,246.77333068847656,TSLA,35.0,8750.0,8750.0,-112.93342590332031,8637.06657409668
140,2022-06-02 09:30:00-04:00,251.9408416748047,TSLA,35.0,8750.0,8750.0,67.92945861816406,8817.929458618164
141,2022-06-02 09:30:00-04:00,320.2200012207031,GS,10.0,3000.0,3000.0,202.20001220703125,3202.2000122070312
142,2022-06-02 10:30:00-04:00,260.92333984375,TSLA,35.0,8750.0,8750.0,382.31689453125,9132.31689453125
143,2022-06-02 10:30:00-04:00,322.8500061035156,GS,10.0,3000.0,3000.0,228.50006103515625,3228.5000610351562
144,2022-06-02 11:30:00-04:00,263.239990234375,TSLA,35.0,8750.0,8750.0,463.399658203125,9213.399658203125
145,2022-06-02 11:30:00-04:00,324.0069885253906,GS,10.0,3000.0,3000.0,240.06988525390625,3240.0698852539062
146,2022-06-02 12:30:00-04:00,324.3815002441406,GS,10.0,3000.0,3000.0,243.81500244140625,3243.8150024414062
147,2022-06-02 12:30:00-04:00,261.3600158691406,TSLA,35.0,8750.0,8750.0,397.6005554199219,9147.600555419922
148,2022-06-02 13:30:00-04:00,260.84490966796875,TSLA,35.0,8750.0,8750.0,379.57183837890625,9129.571838378906
149,2022-06-02 13:30:00-04:00,324.4599914550781,GS,10.0,3000.0,3000.0,244.59991455078125,3244.5999145507812
150,2022-06-02 14:30:00-04:00,257.85333251953125,TSLA,35.0,8750.0,8750.0,274.86663818359375,9024.866638183594
151,2022-06-02 14:30:00-04:00,322.8599853515625,GS,-15.0,-3750.0,-3750.0,-1092.8997802734375,-4842.8997802734375
152,2022-06-02 15:30:00-04:00,324.1099853515625,GS,-15.0,-3750.0,-3750.0,-1111.6497802734375,-4861.6497802734375
153,2022-06-02 15:30:00-04:00,258.2966613769531,TSLA,35.0,8750.0,8750.0,290.3831481933594,9040.38314819336
154,2022-06-03 09:30:00-04:00,320.260009765625,GS,-15.0,-3750.0,-3750.0,-1053.900146484375,-4803.900146484375
155,2022-06-03 09:30:00-04:00,240.086669921875,TSLA,35.0,8750.0,8750.0,-346.966552734375,8403.033447265625
156,2022-06-03 10:30:00-04:00,318.3999938964844,GS,-15.0,-3750.0,-3750.0,-1025.9999084472656,-4775.999908447266
157,2022-06-03 10:30:00-04:00,235.65333557128906,TSLA,35.0,8750.0,8750.0,-502.1332550048828,8247.866744995117
158,2022-06-03 11:30:00-04:00,237.38665771484375,TSLA,35.0,8750.0,8750.0,-441.46697998046875,8308.533020019531
159,2022-06-03 11:30:00-04:00,319.2134094238281,GS,-15.0,-3750.0,-3750.0,-1038.2011413574219,-4788.201141357422
160,2022-06-03 12:30:00-04:00,235.3000030517578,TSLA,35.0,8750.0,8750.0,-514.4998931884766,8235.500106811523
161,2022-06-03 12:30:00-04:00,319.92999267578125,GS,-15.0,-3750.0,-3750.0,-1048.9498901367188,-4798.949890136719
162,2022-06-03 13:30:00-04:00,319.7950134277344,GS,-15.0,-3750.0,-3750.0,-1046.9252014160156,-4796.925201416016
163,2022-06-03 13:30:00-04:00,236.4533233642578,TSLA,35.0,8750.0,8750.0,-474.13368225097656,8275.866317749023
164,2022-06-03 14:30:00-04:00,318.70001220703125,GS,-15.0,-3750.0,-3750.0,-1030.5001831054688,-4780.500183105469
165,2022-06-03 14:30:00-04:00,234.7066650390625,TSLA,35.0,8750.0,8750.0,-535.2667236328125,8214.733276367188
166,2022-06-03 15:30:00-04:00,318.6700134277344,GS,-15.0,-3750.0,-3750.0,-1030.0502014160156,-4780.050201416016
167,2022-06-03 15:30:00-04:00,234.51332092285156,TSLA,35.0,8750.0,8750.0,-542.0337677001953,8207.966232299805
168,2022-06-06 09:30:00-04:00,240.69813537597656,TSLA,35.0,8750.0,8750.0,-325.5652618408203,8424.43473815918
169,2022-06-06 09:30:00-04:00,324.5,GS,-15.0,-3750.0,-3750.0,-1117.5,-4867.5
170,2022-06-06 10:30:00-04:00,236.90000915527344,TSLA,35.0,8750.0,8750.0,-458.4996795654297,8291.50032043457
171,2022-06-06 10:30:00-04:00,321.6600036621094,GS,-15.0,-3750.0,-3750.0,-1074.9000549316406,-4824.900054931641
172,2022-06-06 11:30:00-04:00,320.0899963378906,GS,-15.0,-3750.0,-3750.0,-1051.3499450683594,-4801.349945068359
173,2022-06-06 11:30:00-04:00,235.55999755859375,TSLA,35.0,8750.0,8750.0,-505.40008544921875,8244.599914550781
174,2022-06-06 12:30:00-04:00,321.25,GS,-15.0,-3750.0,-3750.0,-1068.75,-4818.75
175,2022-06-06 12:30:00-04:00,236.84999084472656,TSLA,35.0,8750.0,8750.0,-460.2503204345703,8289.74967956543
176,2022-06-06 13:30:00-04:00,321.2900085449219,GS,-15.0,-3750.0,-3750.0,-1069.3501281738281,-4819.350128173828
177,2022-06-06 13:30:00-04:00,237.86643981933594,TSLA,35.0,8750.0,8750.0,-424.6746063232422,8325.325393676758
178,2022-06-06 14:30:00-04:00,320.8299865722656,GS,-15.0,-3750.0,-3750.0,-1062.4497985839844,-4812.449798583984
179,2022-06-06 14:30:00-04:00,237.1875,TSLA,35.0,8750.0,8750.0,-448.4375,8301.5625
180,2022-06-06 15:30:00-04:00,238.3333282470703,TSLA,35.0,8750.0,8750.0,-408.33351135253906,8341.666488647461
181,2022-06-06 15:30:00-04:00,320.4599914550781,GS,-15.0,-3750.0,-3750.0,-1056.8998718261719,-4806.899871826172
182,2022-06-07 09:30:00-04:00,318.6700134277344,GS,-15.0,-3750.0,-3750.0,-1030.0502014160156,-4780.050201416016
183,2022-06-07 09:30:00-04:00,236.4933319091797,TSLA,35.0,8750.0,8750.0,-472.73338317871094,8277.266616821289
184,2022-06-07 10:30:00-04:00,319.70001220703125,GS,-15.0,-3750.0,-3750.0,-1045.5001831054688,-4795.500183105469
185,2022-06-07 10:30:00-04:00,236.15333557128906,TSLA,35.0,8750.0,8750.0,-484.6332550048828,8265.366744995117
186,2022-06-07 11:30:00-04:00,236.739990234375,TSLA,35.0,8750.0,8750.0,-464.100341796875,8285.899658203125
187,2022-06-07 11:30:00-04:00,318.81500244140625,GS,-15.0,-3750.0,-3750.0,-1032.2250366210938,-4782.225036621094
188,2022-06-07 12:30:00-04:00,320.49969482421875,GS,-15.0,-3750.0,-3750.0,-1057.4954223632812,-4807.495422363281
189,2022-06-07 12:30:00-04:00,238.26654052734375,TSLA,35.0,8750.0,8750.0,-410.67108154296875,8339.328918457031
190,2022-06-07 13:30:00-04:00,321.0400085449219,GS,-15.0,-3750.0,-3750.0,-1065.6001281738281,-4815.600128173828
191,2022-06-07 13:30:00-04:00,238.9566650390625,TSLA,35.0,8750.0,8750.0,-386.5167236328125,8363.483276367188
192,2022-06-07 14:30:00-04:00,320.88751220703125,GS,-15.0,-3750.0,-3750.0,-1063.3126831054688,-4813.312683105469
193,2022-06-07 14:30:00-04:00,239.2033233642578,TSLA,35.0,8750.0,8750.0,-377.88368225097656,8372.116317749023
194,2022-06-07 15:30:00-04:00,321.4100036621094,GS,-15.0,-3750.0,-3750.0,-1071.1500549316406,-4821.150054931641
195,2022-06-07 15:30:00-04:00,238.8666534423828,TSLA,35.0,8750.0,8750.0,-389.66712951660156,8360.332870483398
196,2022-06-08 09:30:00-04:00,316.80999755859375,GS,-15.0,-3750.0,-3750.0,-1002.1499633789062,-4752.149963378906
197,2022-06-08 09:30:00-04:00,247.76332092285156,TSLA,35.0,8750.0,8750.0,-78.28376770019531,8671.716232299805
198,2022-06-08 10:30:00-04:00,247.21632385253906,TSLA,35.0,8750.0,8750.0,-97.42866516113281,8652.571334838867
199,2022-06-08 10:30:00-04:00,317.2900085449219,GS,-15.0,-3750.0,-3750.0,-1009.3501281738281,-4759.350128173828
200,2022-06-08 11:30:00-04:00,316.6400146484375,GS,-15.0,-3750.0,-3750.0,-999.6002197265625,-4749.6002197265625
201,2022-06-08 11:30:00-04:00,243.80027770996094,TSLA,5.0,1750.0,1750.0,-530.9986114501953,1219.0013885498047
202,2022-06-08 12:30:00-04:00,242.5833282470703,TSLA,5.0,1750.0,1750.0,-537.0833587646484,1212.9166412353516
203,2022-06-08 12:30:00-04:00,314.2872009277344,GS,-15.0,-3750.0,-3750.0,-964.3080139160156,-4714.308013916016
204,2022-06-08 13:30:00-04:00,241.95509338378906,TSLA,5.0,1750.0,1750.0,-540.2245330810547,1209.7754669189453
205,2022-06-08 13:30:00-04:00,313.32000732421875,GS,-15.0,-3750.0,-3750.0,-949.8001098632812,-4699.800109863281
206,2022-06-08 14:30:00-04:00,242.33360290527344,TSLA,5.0,1750.0,1750.0,-538.3319854736328,1211.6680145263672
207,2022-06-08 14:30:00-04:00,314.8349914550781,GS,-15.0,-3750.0,-3750.0,-972.5248718261719,-4722.524871826172
208,2022-06-08 15:30:00-04:00,241.8333282470703,TSLA,5.0,1750.0,1750.0,-540.8333587646484,1209.1666412353516
209,2022-06-08 15:30:00-04:00,314.4700012207031,GS,-15.0,-3750.0,-3750.0,-967.0500183105469,-4717.050018310547
210,2022-06-09 09:30:00-04:00,254.51332092285156,TSLA,5.0,1750.0,1750.0,-477.4333953857422,1272.5666046142578
211,2022-06-09 09:30:00-04:00,310.6600036621094,GS,-15.0,-3750.0,-3750.0,-909.9000549316406,-4659.900054931641
212,2022-06-09 10:30:00-04:00,248.3433380126953,TSLA,5.0,1750.0,1750.0,-508.28330993652344,1241.7166900634766
213,2022-06-09 10:30:00-04:00,309.2300109863281,GS,-15.0,-3750.0,-3750.0,-888.4501647949219,-4638.450164794922
214,2022-06-09 11:30:00-04:00,247.5,TSLA,5.0,1750.0,1750.0,-512.5,1237.5
215,2022-06-09 11:30:00-04:00,309.2799987792969,GS,-15.0,-3750.0,-3750.0,-889.1999816894531,-4639.199981689453
216,2022-06-09 12:30:00-04:00,309.6400146484375,GS,-15.0,-3750.0,-3750.0,-894.6002197265625,-4644.6002197265625
217,2022-06-09 12:30:00-04:00,246.55226135253906,TSLA,5.0,1750.0,1750.0,-517.2386932373047,1232.7613067626953
218,2022-06-09 13:30:00-04:00,245.4566650390625,TSLA,5.0,1750.0,1750.0,-522.7166748046875,1227.2833251953125
219,2022-06-09 13:30:00-04:00,309.3399963378906,GS,-15.0,-3750.0,-3750.0,-890.0999450683594,-4640.099945068359
220,2022-06-09 14:30:00-04:00,241.2133331298828,TSLA,5.0,1750.0,1750.0,-543.9333343505859,1206.066665649414
221,2022-06-09 14:30:00-04:00,306.42999267578125,GS,-15.0,-3750.0,-3750.0,-846.4498901367188,-4596.449890136719
222,2022-06-09 15:30:00-04:00,239.7066650390625,TSLA,5.0,1750.0,1750.0,-551.4666748046875,1198.5333251953125
223,2022-06-09 15:30:00-04:00,304.20001220703125,GS,-15.0,-3750.0,-3750.0,-813.0001831054688,-4563.000183105469
224,2022-06-10 09:30:00-04:00,232.0433349609375,TSLA,5.0,1750.0,1750.0,-589.7833251953125,1160.2166748046875
225,2022-06-10 09:30:00-04:00,291.71759033203125,GS,-15.0,-3750.0,-3750.0,-625.7638549804688,-4375.763854980469
226,2022-06-10 10:30:00-04:00,229.0733184814453,TSLA,5.0,1750.0,1750.0,-604.6334075927734,1145.3665924072266
227,2022-06-10 10:30:00-04:00,289.7900085449219,GS,-15.0,-3750.0,-3750.0,-596.8501281738281,-4346.850128173828
228,2022-06-10 11:30:00-04:00,289.0537109375,GS,-15.0,-3750.0,-3750.0,-585.8056640625,-4335.8056640625
229,2022-06-10 11:30:00-04:00,229.67869567871094,TSLA,5.0,1750.0,1750.0,-601.6065216064453,1148.3934783935547
230,2022-06-10 12:30:00-04:00,229.8733367919922,TSLA,5.0,1750.0,1750.0,-600.6333160400391,1149.366683959961
231,2022-06-10 12:30:00-04:00,289.1700134277344,GS,-15.0,-3750.0,-3750.0,-587.5502014160156,-4337.550201416016
232,2022-06-10 13:30:00-04:00,231.1266632080078,TSLA,5.0,1750.0,1750.0,-594.3666839599609,1155.633316040039
233,2022-06-10 13:30:00-04:00,288.8949890136719,GS,-15.0,-3750.0,-3750.0,-583.4248352050781,-4333.424835205078
234,2022-06-10 14:30:00-04:00,233.5500030517578,TSLA,5.0,1750.0,1750.0,-582.2499847412109,1167.750015258789
235,2022-06-10 14:30:00-04:00,289.10009765625,GS,-15.0,-3750.0,-3750.0,-586.50146484375,-4336.50146484375
236,2022-06-10 15:30:00-04:00,232.27000427246094,TSLA,5.0,1750.0,1750.0,-588.6499786376953,1161.3500213623047
237,2022-06-10 15:30:00-04:00,286.9700012207031,GS,-15.0,-3750.0,-3750.0,-554.5500183105469,-4304.550018310547
238,2022-06-13 09:30:00-04:00,216.4633331298828,TSLA,5.0,1750.0,1750.0,-667.6833343505859,1082.316665649414
239,2022-06-13 09:30:00-04:00,283.1700134277344,GS,-15.0,-3750.0,-3750.0,-497.5502014160156,-4247.550201416016
240,2022-06-13 10:30:00-04:00,220.61334228515625,TSLA,5.0,1750.0,1750.0,-646.9332885742188,1103.0667114257812
241,2022-06-13 10:30:00-04:00,280.8800048828125,GS,-15.0,-3750.0,-3750.0,-463.2000732421875,-4213.2000732421875
242,2022-06-13 11:30:00-04:00,283.55999755859375,GS,-15.0,-3750.0,-3750.0,-503.39996337890625,-4253.399963378906
243,2022-06-13 11:30:00-04:00,221.1166534423828,TSLA,5.0,1750.0,1750.0,-644.4167327880859,1105.583267211914
244,2022-06-13 12:30:00-04:00,218.0033416748047,TSLA,5.0,1750.0,1750.0,-659.9832916259766,1090.0167083740234
245,2022-06-13 12:30:00-04:00,283.8699951171875,GS,-15.0,-3750.0,-3750.0,-508.0499267578125,-4258.0499267578125
246,2022-06-13 13:30:00-04:00,217.6583251953125,TSLA,5.0,1750.0,1750.0,-661.7083740234375,1088.2916259765625
247,2022-06-13 13:30:00-04:00,284.3500061035156,GS,-15.0,-3750.0,-3750.0,-515.2500915527344,-4265.250091552734
248,2022-06-13 14:30:00-04:00,215.1316680908203,TSLA,5.0,1750.0,1750.0,-674.3416595458984,1075.6583404541016
249,2022-06-13 14:30:00-04:00,282.739990234375,GS,-15.0,-3750.0,-3750.0,-491.099853515625,-4241.099853515625
250,2022-06-13 15:30:00-04:00,283.3699951171875,GS,-15.0,-3750.0,-3750.0,-500.5499267578125,-4250.5499267578125
251,2022-06-13 15:30:00-04:00,215.73333740234375,TSLA,5.0,1750.0,1750.0,-671.3333129882812,1078.6666870117188
252,2022-06-14 09:30:00-04:00,285.010009765625,GS,-15.0,-3750.0,-3750.0,-525.150146484375,-4275.150146484375
253,2022-06-14 09:30:00-04:00,212.9167022705078,TSLA,5.0,1750.0,1750.0,-685.4164886474609,1064.583511352539
