Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-29 09:30:00-04:00,2.4100000858306885,2.440000057220459,2.390000104904175,2.4200000762939453,0,0.0,0.0
2022-03-29 10:30:00-04:00,2.4200000762939453,2.440000057220459,2.400399923324585,2.4205000400543213,17175,0.0,0.0
2022-03-29 11:30:00-04:00,2.430000066757202,2.430000066757202,2.4000000953674316,2.4200000762939453,21225,0.0,0.0
2022-03-29 12:30:00-04:00,2.4100000858306885,2.4200000762939453,2.3940000534057617,2.4200000762939453,14238,0.0,0.0
2022-03-29 13:30:00-04:00,2.4200000762939453,2.4200000762939453,2.4100000858306885,2.4175000190734863,2902,0.0,0.0
2022-03-29 14:30:00-04:00,2.4149999618530273,2.4149999618530273,2.4100000858306885,2.4149999618530273,802,0.0,0.0
2022-03-29 15:30:00-04:00,2.4149999618530273,2.4200000762939453,2.4100000858306885,2.4200000762939453,9932,0.0,0.0
2022-03-30 09:30:00-04:00,2.4200000762939453,2.450000047683716,2.4179999828338623,2.440000057220459,0,0.0,0.0
2022-03-30 10:30:00-04:00,2.438499927520752,2.438499927520752,2.438499927520752,2.438499927520752,230,0.0,0.0
2022-03-30 11:30:00-04:00,2.4300999641418457,2.4300999641418457,2.430000066757202,2.430000066757202,15755,0.0,0.0
2022-03-30 12:30:00-04:00,2.4200000762939453,2.4298999309539795,2.4200000762939453,2.4298999309539795,4339,0.0,0.0
2022-03-30 13:30:00-04:00,2.424999952316284,2.429500102996826,2.424999952316284,2.429500102996826,512,0.0,0.0
2022-03-30 14:30:00-04:00,2.4200000762939453,2.430000066757202,2.4100000858306885,2.4149999618530273,21986,0.0,0.0
2022-03-30 15:30:00-04:00,2.4149999618530273,2.4200000762939453,2.4100000858306885,2.4100000858306885,2060,0.0,0.0
2022-03-31 09:30:00-04:00,2.440000057220459,2.446899890899658,2.4200000762939453,2.440000057220459,8765,0.0,0.0
2022-03-31 10:30:00-04:00,2.440000057220459,2.440000057220459,2.430000066757202,2.440000057220459,2170,0.0,0.0
2022-03-31 11:30:00-04:00,2.440000057220459,2.440000057220459,2.430000066757202,2.440000057220459,1683,0.0,0.0
2022-03-31 12:30:00-04:00,2.440000057220459,2.440000057220459,2.433300018310547,2.434999942779541,738,0.0,0.0
2022-03-31 15:30:00-04:00,2.440000057220459,2.440000057220459,2.4200000762939453,2.4200000762939453,20088,0.0,0.0
2022-04-01 09:30:00-04:00,2.450000047683716,2.450000047683716,2.430000066757202,2.430000066757202,0,0.0,0.0
2022-04-01 10:30:00-04:00,2.444999933242798,2.450000047683716,2.444999933242798,2.450000047683716,4220,0.0,0.0
2022-04-01 11:30:00-04:00,2.450000047683716,2.450000047683716,2.440000057220459,2.440000057220459,8191,0.0,0.0
2022-04-01 12:30:00-04:00,2.444999933242798,2.450000047683716,2.440000057220459,2.450000047683716,4254,0.0,0.0
2022-04-01 13:30:00-04:00,2.444999933242798,2.4475998878479004,2.444999933242798,2.4475998878479004,2927,0.0,0.0
2022-04-01 14:30:00-04:00,2.450000047683716,2.450000047683716,2.449899911880493,2.450000047683716,2154,0.0,0.0
2022-04-01 15:30:00-04:00,2.4600000381469727,2.4700000286102295,2.4600000381469727,2.4700000286102295,423,0.0,0.0
2022-04-04 09:30:00-04:00,2.4600000381469727,2.4700000286102295,2.450000047683716,2.450000047683716,13687,0.0,0.0
2022-04-04 10:30:00-04:00,2.450000047683716,2.450000047683716,2.4400999546051025,2.444999933242798,11046,0.0,0.0
2022-04-04 11:30:00-04:00,2.450000047683716,2.4677999019622803,2.450000047683716,2.4677999019622803,3341,0.0,0.0
2022-04-04 12:30:00-04:00,2.4600000381469727,2.4600000381469727,2.450000047683716,2.450000047683716,5067,0.0,0.0
2022-04-04 13:30:00-04:00,2.4600000381469727,2.4700000286102295,2.4600000381469727,2.4697999954223633,8885,0.0,0.0
2022-04-04 14:30:00-04:00,2.4612998962402344,2.4649999141693115,2.4600000381469727,2.4600000381469727,1190,0.0,0.0
2022-04-04 15:30:00-04:00,2.4684998989105225,2.4700000286102295,2.4609999656677246,2.4700000286102295,9144,0.0,0.0
2022-04-05 09:30:00-04:00,2.5,2.5,2.4405999183654785,2.4700000286102295,0,0.0,0.0
2022-04-05 10:30:00-04:00,2.4700000286102295,2.4749999046325684,2.462100028991699,2.462100028991699,3982,0.0,0.0
2022-04-05 11:30:00-04:00,2.460099935531616,2.4649999141693115,2.4600000381469727,2.4600000381469727,3677,0.0,0.0
2022-04-05 12:30:00-04:00,2.4626998901367188,2.4684998989105225,2.450000047683716,2.450000047683716,1895,0.0,0.0
2022-04-05 13:30:00-04:00,2.4512999057769775,2.4600000381469727,2.4500999450683594,2.4500999450683594,6671,0.0,0.0
2022-04-05 14:30:00-04:00,2.4549999237060547,2.4549999237060547,2.4549999237060547,2.4549999237060547,1429,0.0,0.0
2022-04-05 15:30:00-04:00,2.4549999237060547,2.4600000381469727,2.450000047683716,2.4600000381469727,1429,0.0,0.0
2022-04-06 09:30:00-04:00,2.4600000381469727,2.466900110244751,2.440000057220459,2.440000057220459,7710,0.0,0.0
2022-04-06 10:30:00-04:00,2.440000057220459,2.444999933242798,2.4100000858306885,2.430000066757202,17688,0.0,0.0
2022-04-06 11:30:00-04:00,2.434999942779541,2.440000057220459,2.434999942779541,2.440000057220459,1123,0.0,0.0
2022-04-06 12:30:00-04:00,2.430000066757202,2.430000066757202,2.4200000762939453,2.424999952316284,10407,0.0,0.0
2022-04-06 13:30:00-04:00,2.429800033569336,2.429800033569336,2.4200000762939453,2.4200000762939453,6907,0.0,0.0
2022-04-06 14:30:00-04:00,2.4200000762939453,2.4258999824523926,2.4200000762939453,2.4200000762939453,3747,0.0,0.0
2022-04-06 15:30:00-04:00,2.430000066757202,2.430000066757202,2.4200000762939453,2.4200000762939453,1809,0.0,0.0
2022-04-07 09:30:00-04:00,2.4100000858306885,2.4200000762939453,2.4049999713897705,2.4049999713897705,3998,0.0,0.0
2022-04-07 10:30:00-04:00,2.4000000953674316,2.409899950027466,2.4000000953674316,2.4000000953674316,13770,0.0,0.0
2022-04-07 12:30:00-04:00,2.4000000953674316,2.407599925994873,2.395400047302246,2.407599925994873,15597,0.0,0.0
2022-04-07 13:30:00-04:00,2.3949999809265137,2.3949999809265137,2.3949999809265137,2.3949999809265137,1249,0.0,0.0
2022-04-07 14:30:00-04:00,2.408900022506714,2.4098000526428223,2.390000104904175,2.4000000953674316,8895,0.0,0.0
2022-04-07 15:30:00-04:00,2.4000000953674316,2.4100000858306885,2.390000104904175,2.390000104904175,1902,0.0,0.0
2022-04-08 09:30:00-04:00,2.369999885559082,2.4100000858306885,2.369999885559082,2.4100000858306885,0,0.0,0.0
2022-04-08 10:30:00-04:00,2.409899950027466,2.409899950027466,2.4000000953674316,2.4049999713897705,5775,0.0,0.0
2022-04-08 11:30:00-04:00,2.4049999713897705,2.4100000858306885,2.4049999713897705,2.4100000858306885,2905,0.0,0.0
2022-04-08 13:30:00-04:00,2.4049999713897705,2.4049999713897705,2.4000000953674316,2.4000000953674316,3215,0.0,0.0
